date;Calculator;Calendar;Call of Duty;Camera;ChatGPT;Chrome;Cívica;Clash of Clans;Classroom;Clock;DiDi;Drive;Files;Gmail;Google;Google Play Store;HBO MAX;Instagram;LinkedIn;Maps;Mi Tigo;Microsoft 365 (Office);Nequi Colombia;Notion;Photos;Rappi;Settings;Spotify;Tasks;Truecaller;Twitter;tyba;WhatsApp;YouTube;YouTube Music;total_usage
2023-12-30;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;1.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;24.0;0.0;0.0;45.0
2023-12-31;0.0;0.0;0.0;4.0;5.0;5.0;0.0;0.0;0.0;0.0;18.0;5.0;2.0;4.0;7.0;6.0;0.0;88.0;0.0;10.0;0.0;0.0;0.0;0.0;35.0;0.0;0.0;21.0;0.0;0.0;0.0;0.0;157.0;1.0;0.0;368.0
2024-01-01;1.0;0.0;0.0;3.0;3.0;4.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;5.0;1.0;0.0;0.0;11.0;0.0;1.0;1.0;0.0;0.0;0.0;5.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;101.0;29.0;0.0;176.0
2024-01-02;1.0;0.0;3.0;1.0;6.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;11.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;7.0;0.0;9.0;1.0;5.0;0.0;0.0;0.0;6.0;2.0;111.0;8.0;0.0;194.0
2024-01-03;2.0;1.0;1.0;5.0;3.0;12.0;0.0;0.0;0.0;0.0;5.0;0.0;3.0;11.0;4.0;3.0;0.0;19.0;0.0;0.0;1.0;1.0;20.0;0.0;26.0;0.0;10.0;0.0;3.0;1.0;5.0;0.0;87.0;0.0;0.0;223.0
2024-01-04;4.0;1.0;0.0;0.0;2.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;5.0;4.0;0.0;25.0;0.0;3.0;0.0;1.0;5.0;0.0;4.0;0.0;4.0;3.0;0.0;2.0;2.0;0.0;96.0;12.0;0.0;192.0
2024-01-05;0.0;0.0;0.0;0.0;2.0;6.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;1.0;6.0;0.0;26.0;0.0;0.0;33.0;0.0;0.0;0.0;2.0;0.0;35.0;0.0;1.0;15.0;0.0;0.0;92.0;14.0;58.0;295.0
2024-01-06;0.0;0.0;0.0;0.0;5.0;5.0;1.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;47.0;0.0;1.0;5.0;1.0;2.0;0.0;16.0;0.0;12.0;0.0;0.0;2.0;0.0;0.0;215.0;4.0;20.0;343.0
2024-01-07;0.0;1.0;0.0;1.0;8.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;50.0;0.0;4.0;1.0;0.0;0.0;0.0;45.0;0.0;29.0;0.0;2.0;3.0;1.0;0.0;107.0;0.0;0.0;256.0
2024-01-08;0.0;0.0;0.0;0.0;3.0;7.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;53.0;0.0;0.0;1.0;0.0;0.0;0.0;23.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;112.0;3.0;20.0;227.0
