date;Amazon Shopping;Android System;Biblioapp UdeA;Bing;Calculator;Calculator_1;Calendar;Call Management;Camera;Camera_2;CamScanner;CaptivePortalLogin;Certificate Installer;Chrome;Cívica;Classroom;Clock;com.academia.academia;com.actiasystems.bolivariano;com.activision.callofduty.shooter;com.chatbot.ai.aichat.openaibot.chat;com.evernote;com.goodev.volume.booster;com.hellotalk;com.ht2.stick.hero;com.mcdonalds.app;com.netflix.mediaclient;com.pluralsight;com.sleepmonitor.aio;com.vishva.kaggle;com.vivaair.viva_web_view;Compass;Contacts;Data Science;DataCamp;DeepL;DeepSkyCamera Beta;Device Help;Discord;Distill;Docs;Dolby Audio;Drive;Dual SIM Settings;Edge;EnglishScore;Files;Fiverr;FM Radio;Focus To-Do;Freelancer;GitHub;Gmail;Google;Google News;Google Opinion Rewards;Google Play Games;Google Play services;Google Play Store;Graphing Calc;Ground News;HBO MAX;Hopper;HTML Viewer;in.redbus.android;Instagram;Instagram Lite;Ipynb Viewer;ISS Detector;it.rortos.realflightsimulator;Key Chain;Lightroom;LinkedIn;Maps;Market Feedback Agent;McDonald's;Medium;Meet (original);Mercado Libre;Mi Tigo;Microsoft 365 (Office);Microsoft SwiftKey Keyboard;Moto;Moto Actions and Gestures;Moto App Launcher;Moto Display;Moto Key;Moto Suggestions;Moto Voice (Beta);Motorola Notifications;Motorola Settings;Motorola Update Services;Mundo TIGO;My Moon Phase;Nequi Colombia;net.tandem;Notion;OneDrive;Package installer;PayPal;Phone;Phone Services;Photomath;Photos;PictureThis;Platzi;Power BI;Print Spooler;Pydroid 3;Rappi;RC FPV;School Planner;Send Anywhere;Settings;Settings Suggestions;Shazam;Sheets;SIATA;SimCity;Sleepy;Snapseed;Sololearn;Spotify;Stellarium;Sticker Maker;Stockage multimédia;SUSH;Symbolab;System UI;Tasks;Tasks_3;Teams;Telegram;TikTok;Trii;Truecaller;Twitch;Twitter;tyba;Upwork Talent;VpnDialogs;Wallpapers;WhatsApp;YouTube;YouTube Music;Zoom
2023-02-25 00:00:00,000;0;5;0;11;2;0;2;0;0;2;0;0;0;11;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;3;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;1;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;224;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;10;0;0;1;0;0;0;0;0;30;0;0;1;0;0;0;2;0;0;0;0;0;3;0;4;0;0;0;0;104;10;0;0
2023-02-26 00:00:00,000;0;9;0;0;0;0;1;0;0;3;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;8;0;0;0;0;0;0;0;1;3;0;2;0;0;1;0;0;4;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;4;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;22;1;0;0;0;0;0;5;0;0;0;0;0;0;0;1;0;0;0;0;138;5;0;0
2023-02-28 00:00:00,000;0;10;0;3;0;0;11;0;0;4;0;0;0;16;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;21;2;0;0;0;2;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;249;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;5;1;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;10;0;0;0;0;0;16;0;5;0;0;0;0;149;2;0;0
2023-03-02 00:00:00,000;0;1;0;0;0;0;6;0;0;1;0;0;0;15;0;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;7;0;0;0;0;0;0;0;0;0;52;3;0;3;0;0;3;0;0;0;0;0;0;18;0;0;0;0;0;0;1;3;0;0;0;0;0;4;7;0;0;0;237;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;2;0;0;0;0;22;5;0;0;0;0;0;6;0;3;0;0;0;0;146;2;0;0
2023-03-04 00:00:00,000;0;3;0;1;5;0;0;0;0;0;0;0;0;14;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;1;0;0;0;0;0;5;0;0;0;0;174;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;23;0;0;0;0;0;0;10;0;0;0;0;0;0;0;2;0;0;0;0;126;10;0;0
2023-03-05 00:00:00,000;1;4;0;1;3;0;1;0;0;8;0;0;0;17;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;0;0;0;0;4;0;0;0;0;0;0;20;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;170;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;6;4;0;0;0;0;7;0;0;0;1;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;126;20;0;0
2023-03-09 00:00:00,000;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;1;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;19;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;118;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;84;7;0;0
2023-03-10 00:00:00,000;0;4;0;0;3;0;5;0;0;4;0;1;0;17;0;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5;0;0;0;0;0;3;0;0;0;0;0;9;6;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;1;0;0;0;0;0;0;1;10;0;0;0;220;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;3;0;0;0;0;19;0;0;0;0;0;0;18;0;0;0;0;0;0;0;3;0;0;0;0;148;5;0;0
2023-03-12 00:00:00,000;0;3;0;0;0;0;1;0;0;54;0;0;0;3;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;10;0;0;0;0;0;3;0;0;0;0;131;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;6;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0
2023-03-19 00:00:00,000;0;3;0;0;3;0;1;0;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;1;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;150;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;18;0;0;0;0;8;0;0;0;0;0;0;0;2;0;0;0;0;0;0;99;9;0;0
2023-03-20 00:00:00,000;1;3;0;0;24;0;2;0;0;1;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;70;12;0;0
2023-03-23 00:00:00,000;0;4;0;0;1;0;4;0;0;7;0;0;0;6;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;4;14;3;0;1;0;1;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;17;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;136;3;0;0
2023-03-25 00:00:00,000;0;10;0;4;5;0;0;0;0;1;0;0;0;11;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;40;0;0;0;0;0;0;0;20;0;0;7;0;0;0;0;0;0;0;125;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;84;2;0;0
2023-03-26 00:00:00,000;0;1;0;0;0;0;0;0;0;6;0;0;0;5;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;11;4;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0
2023-03-27 00:00:00,000;1;4;0;0;4;0;1;0;0;1;0;0;0;22;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;6;8;0;1;0;1;0;0;0;0;0;0;0;33;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5;0;0;0;0;134;0;0;0
2023-03-28 00:00:00,000;0;8;0;3;12;0;5;0;0;2;0;0;0;21;4;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;13;12;0;0;0;3;4;0;0;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;7;0;0;0;0;0;0;0;0;0;5;0;0;0;1;0;0;0;0;14;0;0;0;0;0;0;4;0;0;0;0;0;6;2;0;0;0;0;0;171;5;0;0
2023-03-29 00:00:00,000;0;6;0;0;12;0;0;0;4;10;0;2;0;3;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;7;4;0;0;0;0;0;0;0;0;0;0;0;53;0;0;0;0;0;0;1;0;0;0;0;0;0;3;7;0;0;0;259;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;8;0;0;0;0;0;0;0;1;0;0;0;0;154;5;0;0
2023-03-30 00:00:00,000;0;1;0;2;2;0;3;0;0;8;0;0;0;11;0;1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;22;6;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;3;0;0;0;0;0;0;3;0;0;0;0;279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;8;0;0;0;1;0;0;0;0;16;0;0;1;0;0;7;13;0;0;0;0;0;3;0;10;0;0;0;0;160;9;0;0
2023-03-31 00:00:00,000;0;6;0;0;7;0;0;0;0;5;0;2;0;23;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;5;0;1;0;4;0;0;0;0;0;0;0;14;0;0;0;0;0;0;5;23;0;0;0;0;0;0;8;0;0;0;206;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;4;0;0;0;0;0;2;0;1;0;0;0;0;142;0;0;0
2023-04-03 00:00:00,000;0;7;0;0;0;0;1;0;0;1;0;0;0;19;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;1;5;0;0;0;0;0;6;1;0;0;0;170;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;8;0;0;0;0;0;0;0;0;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;8;0;0;0;1;1;0;0;0;0;99;6;0;0
2023-04-04 00:00:00,000;0;13;0;1;14;0;0;0;0;2;0;0;0;22;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;1;0;0;0;0;0;7;4;0;0;0;0;1;0;0;0;0;0;0;38;0;0;0;0;0;0;18;2;0;0;0;0;0;2;3;0;0;0;235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;0;0;0;13;0;0;0;0;0;2;8;0;0;2;0;0;4;1;0;0;0;0;0;162;13;0;0
2023-04-05 00:00:00,000;0;0;0;0;0;0;0;0;0;5;0;0;0;6;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4;0;1;0;0;4;0;0;0;0;0;0;22;0;0;0;0;0;0;12;0;0;0;0;0;0;1;0;0;0;0;131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;4;0;2;0;0;0;0;85;1;0;0
2023-04-06 00:00:00,000;0;1;0;0;1;0;0;0;1;5;0;0;0;11;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;4;0;1;0;0;0;0;0;2;0;0;0;44;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;3;0;0;0;0;0;2;0;0;0;0;0;0;127;11;0;0
2023-04-07 00:00:00,000;0;10;0;2;4;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;2;2;4;0;0;0;0;1;0;0;0;0;0;0;40;0;0;0;0;0;0;7;0;0;0;4;0;0;0;16;0;0;0;190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;9;0;0;1;0;0;0;0;1;0;0;0;0;120;6;0;0
2023-04-08 00:00:00,000;0;1;0;1;1;0;0;0;3;15;0;0;0;9;0;0;3;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;1;2;0;0;0;0;0;0;25;0;0;0;0;0;0;7;35;0;0;0;0;0;0;0;0;11;2;229;0;1;4;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;6;0;0;0;0;0;0;0;0;0;4;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5;0;0;0;0;0;0;175;0;0;0
2023-04-09 00:00:00,000;0;2;0;0;0;0;0;0;0;1;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;49;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;222;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;2;0;0;0;0;159;3;0;0
2023-04-11 00:00:00,000;0;4;0;0;0;0;4;0;0;6;0;0;0;29;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;20;2;0;1;0;0;2;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;5;0;0;0;1;0;0;0;0;5;0;0;0;0;0;5;5;0;0;0;0;0;2;0;0;0;0;0;2;145;0;0;0
2023-04-13 00:00:00,000;0;5;0;1;1;0;2;0;1;15;0;0;0;23;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;9;4;0;0;0;0;0;0;0;0;0;0;0;66;0;0;0;0;0;0;2;0;0;0;0;0;0;1;5;0;0;0;276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;140;9;0;0
2023-04-14 00:00:00,000;1;5;0;0;0;0;0;0;0;3;0;0;0;34;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;135;6;0;0
2023-04-15 00:00:00,000;0;2;0;0;1;0;0;0;0;1;0;0;0;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;1;0;1;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;62;0;0;0
2023-04-16 00:00:00,000;0;1;0;0;1;0;0;0;0;3;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;167;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;62;0;0;0;0;0;0;4;0;0;0;0;0;2;0;0;0;0;0;0;147;4;0;0
2023-04-18 00:00:00,000;3;10;0;5;2;0;5;0;0;26;0;0;0;21;0;10;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;25;1;0;0;0;1;2;0;0;0;0;0;0;35;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2;0;0;0;260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;9;0;0;0;3;0;0;0;0;10;9;0;0;0;0;12;3;0;0;0;0;0;3;0;3;0;0;0;0;167;2;0;0
2023-04-19 00:00:00,000;0;1;0;0;1;0;1;0;0;16;0;0;0;8;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;2;7;0;1;0;1;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;189;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;19;3;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;112;4;0;0
2023-04-20 00:00:00,000;0;1;0;0;0;0;1;0;0;5;0;0;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;0;0;0;2;0;0;0;0;15;0;0;0;0;0;2;2;0;0;0;0;0;0;0;3;0;0;0;0;91;3;0;0
2023-04-22 00:00:00,000;0;4;0;0;3;0;2;0;0;2;0;0;0;10;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;0;0;2;0;3;0;0;0;0;0;0;63;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;210;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;4;0;0;0;0;0;0;127;13;0;0
2023-04-23 00:00:00,000;3;6;0;0;1;0;3;0;0;9;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;1;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;150;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;8;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;7;0;0
2023-04-24 00:00:00,000;0;4;0;0;2;0;2;0;0;12;0;0;0;13;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;237;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;13;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;111;1;0;0
2023-04-25 00:00:00,000;0;7;0;0;3;0;4;0;0;4;0;0;0;14;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;11;4;0;0;0;0;2;0;0;0;0;0;0;51;0;0;0;0;0;0;2;0;0;0;0;0;0;0;4;0;0;0;261;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;14;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;1;0;5;0;0;0;0;0;0;0;2;0;0;0;0;142;8;0;0
2023-04-26 00:00:00,000;0;9;0;0;0;0;0;0;0;3;0;0;0;16;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;4;5;0;0;0;1;1;0;0;0;0;0;0;44;0;0;0;0;0;0;5;0;0;0;0;0;0;0;4;0;0;0;199;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;4;0;3;0;9;0;0;0;0;8;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;83;5;0;0
2023-04-27 00:00:00,000;0;5;0;0;5;0;1;0;0;5;1;0;0;18;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;6;5;0;0;0;1;0;0;0;0;0;0;0;97;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;310;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;7;3;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;19;0;0;0;0;2;2;4;0;0;0;0;0;0;0;5;0;0;0;0;167;7;0;0
2023-04-28 00:00:00,000;0;3;0;0;8;0;0;0;1;2;0;0;0;7;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;2;0;0;3;0;0;0;0;0;0;30;0;0;0;0;0;0;4;1;0;0;0;0;0;0;9;0;0;0;194;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;2;0;0;0;0;0;0;0;0;0;4;0;0;0;2;0;0;0;0;10;0;0;0;7;0;2;1;0;0;0;0;0;2;0;0;0;0;0;0;133;4;0;0
2023-04-29 00:00:00,000;0;11;0;0;4;0;1;0;0;4;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;19;0;0;0;0;0;3;3;0;0;0;0;1;0;0;0;0;0;0;50;0;0;0;0;0;0;10;0;0;0;0;0;0;0;9;0;0;0;237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;1;0;0;0;1;0;0;0;0;41;0;0;0;6;1;0;0;0;0;0;0;0;2;0;2;0;0;0;0;131;2;0;0
